id,Target
7304225425,33672.368480249635
7316585528,11948.146245562788
7316107762,35051.39047947952
7316031147,32445.7553152224
7314213636,58043.74867702224
7316710356,32459.176686762297
7315183330,36123.06509531405
7304118631,29264.90106106682
7315998077,62499.293501417575
7310799072,63051.06950200186
7313384630,27643.088026323792
7311518771,71345.02448866179
7304262722,36265.24137557656
7312283199,26553.955867746445
7308257074,-12916.67263800434
7316265048,28581.716081920393
7310519620,30024.20568771453
7309924563,20362.03164794836
7314638064,20319.452933236607
7310570617,37170.871228892924
7311485241,42953.74891093647
7315338279,42396.98463536561
7311705854,24775.55952688198
7313805806,39375.67806556363
7309366605,33075.45720281756
7307246722,37216.2088236076
7316331873,36119.736046777194
7316707105,44616.562577321296
7313983138,24350.91471427761
7315281401,23034.7411291026
7314663242,29147.062000878042
7306775138,37767.98482419189
7311533474,57685.094276642456
7307064752,19155.576914933514
7316431015,59135.145114647275
7316667047,55076.31383741064
7306935654,43756.95074601105
7315342488,28279.16041127594
7315231228,33745.01898699323
7314624118,25908.357557084193
7315354432,35052.785283423334
7315853495,40913.426403597325
7316043258,46762.57038586575
7313056889,22378.975151508177
7316162255,40293.998863336055
7316203767,78871.28853043688
7316254240,31587.77524157289
7312399398,35664.99905216233
7315145434,29855.28866140233
7315004437,21995.01121866828
7305625375,16806.640793644827
7313914352,40576.12383343748
7314514113,-14814.581663150071
7311337691,51937.10922781448
7314538263,22474.43099304261
7311850588,40367.21953861359
7312509339,-13935.436313161394
7315013201,22233.792035703118
7310034716,45448.47525340223
7307348198,43672.306406518735
7311534311,35745.31924531405
7316889862,24441.937364395373
7315684094,49834.123455784924
7304533556,36756.39548978737
7314928644,10913.19462255919
7302157880,23121.866559594855
7304129432,22738.788872367833
7304159020,47902.907453739936
7315082506,30220.490803655714
7309443916,25425.86622963994
7310227257,24775.21206619357
7311679318,25182.91925658268
7316495025,28433.157689027074
7316368737,-6278.875218100795
7316735661,53943.73461660599
7306093252,34055.4665574553
7303256067,24391.06561458679
7316465395,40766.247450705465
7314542506,18763.258785252725
7302109602,37228.20216192028
7313343872,31584.722081036325
7315354304,34721.60923143003
7306639469,22555.46849499509
7310688077,39472.643501399645
7312023370,21399.51957031631
7307266118,28742.338172133095
7314830130,45705.73161740797
7316878007,22668.271899493164
7315336218,39772.770959648115
7315368141,40846.05265292331
7316542146,43598.7362731075
7302516521,25267.486223936226
7316593932,59923.24677628181
7311420839,27727.06266136904
7313069303,34822.89691260395
7307680799,83312.20629554476
7313287143,22635.11016185805
7307169086,46782.63473875099
7314415058,44285.49697697073
7315010106,30228.19727513054
7314002235,37277.56631487257
7315993326,36449.46089319568
7312989878,69366.56956469217
7316851206,48013.75735125464
7311506736,39021.7690352315
7303164950,38785.81112840568
7316927780,71930.67644141268
7311676991,32132.764397349987
7314490997,33911.47141383616
7305468529,35885.70945239605
7306823820,25498.44316625013
7316521321,24996.21474951564
7314683360,43191.06577134248
7303004928,44138.24635494813
7309683853,-294.06790982204984
7313572038,29476.991035401745
7311974084,28254.88086068359
7314684268,22712.470563706614
7306364605,23147.726461488906
7315085272,45125.31654139068
7307083405,24130.42502444413
7314403977,48891.76361692038
7307285905,22653.447517610803
7305693980,24484.868941252767
7314187617,39381.55800399285
7315111302,31958.78942436576
7314586088,33683.07293466097
7316360194,22551.109464590474
7315527262,29962.995336716383
7310749003,32476.15499249223
7305203248,24891.855515271796
7306983609,39502.034769697435
7311504834,45189.69230912819
7306507684,41153.50224044887
7308201996,-20212.814297741017
7315172031,22625.91189773635
7307705496,25541.704402141226
7316774624,24932.245518514566
7310539151,23621.73696081918
7316878466,75867.06862411965
7315272704,25755.184539321996
7309886288,32559.875806868928
7311784021,36112.675311415005
7314830762,29564.999307494938
7309260896,27528.189870468792
7306353067,23147.726461488906
7316293139,6778.843572611579
7315280046,26133.445380255875
7303760091,29792.75404800278
7307757221,55333.80930434997
7316331402,45550.90327164402
7315372243,26095.51997648238
7306934793,44519.48111404149
7313766934,38012.237667117195
7304685353,28529.59173884115
7312266668,32507.44069172536
7316163770,30289.26048586187
7311503273,35684.75263298325
7316132355,27523.520067999852
7313487996,30743.5396645882
7314717222,38485.29362495145
7307901354,52485.92593153164
7308140630,16540.462053517676
7315848906,35885.70945239605
7311492373,31815.125346346966
7316685350,27877.18819083835
7316253193,48704.30691698855
7309047047,27159.082838900933
7316754888,34880.16936046193
7314385554,73524.97991850358
7316866015,30722.05718563212
7308204128,31951.636629894194
7306165567,25963.92140034303
7315169467,25215.266050506594
7316443636,-17083.008272688145
7305958143,20966.1493944428
7315974678,24720.80495509067
7306097796,30232.90576366886
7306147948,31731.34735692492
7313892349,53506.711532612564
7314276604,86172.98782951539
7304756773,70045.51344188045
7311054822,18651.706073022644
7303150930,47619.16394070347
7311995940,33923.058709848425
7314635012,28621.094592271376
7312367076,20979.226485656647
7307168735,29073.626383886574
7314751787,32785.333478152956
7315517695,47921.299987092745
7302896299,34665.29129430373
7307916384,28041.911719546115
7313282403,32246.193051539438
7311574900,22816.991926738687
7315604802,62883.54341194984
7301752078,81801.93830334285
7315137150,72231.26561399765
7311070128,37473.75946814699
7309322352,22743.019155038983
7316647677,18412.715492081526
7304160324,26143.266993066274
7310798692,24716.021026180606
7314283237,26702.32833786094
7311480976,41320.26543935612
7316183517,14817.981011491043
7305607536,30313.391489620753
7311739744,43672.306406518735
7313728318,44525.51763622222
7304123568,22673.053958164895
7316295278,31647.900433103223
7304234871,8574.265630674443
7315961566,45218.54642271774
7306165470,50534.25553139564
7305192142,26465.20989687385
7316816494,45039.590844435916
7314190034,50529.784244788236
7306100079,20530.764748927035
7312925771,26679.632048146195
7303362467,29997.628477019724
7316256224,25130.20058374985
7309291092,32047.588575393125
7305217960,35870.44364971321
7316662112,54022.677270758926
7312291820,37657.62962407503
7311313565,21163.538062385152
7303593819,49429.48772202312
7315307841,51150.019155514354
7311402729,17023.394801762395
7315217737,24775.3572090151
7316889314,44561.384977262875
7317032760,50073.22638937145
7311703984,47864.998541497116
7314573444,40050.99671267874
7316960926,20893.60924289932
7305353078,24596.50821469238
7314441070,42712.85800316676
7315687018,52375.51555381472
7313628566,45054.30487111816
7312041653,51937.23420430694
7310706021,34697.380592760695
7313902808,35649.36539881244
7315317897,21477.48211518693
7316326429,20956.58527709934
7315531834,30536.899552369385
7311573924,43823.511423212185
7308459147,20511.966173273817
7303110339,30551.55640400628
7315391275,28392.60555699607
7312644924,33485.81301445209
7312772543,44738.41311078366
7316282744,48814.60126726166
7304522275,63003.81408854653
7314928253,20600.2701324673
7304630782,39190.44686216749
7304184204,22502.42642625088
7315858538,36936.91830108781
7315279091,35992.294183175574
7313616699,56553.95347544468
7316795236,27780.42507286922
7314323800,28638.767819378132
7305112457,40646.25456311174
7304722409,111718.2664722591
7315060350,-10948.871986117934
7313507857,24211.957127351845
7316557879,48822.38698111358
7303741021,22824.90271352569
7309161042,28676.8975384638
7305868283,33948.0909477416
7310954704,29197.16513196943
7309190364,27246.81899423484
7316894800,30448.539824697196
7312764776,22371.69030173382
7302982740,99405.41229927415
7316907159,24700.152137580757
7316284507,26499.680908388953
7310431305,31843.964838644173
7314954072,33427.747786657266
7316515536,22004.77765387862
7302570316,36272.08140053851
7316877124,26823.44126898652
7307504092,22976.510368507603
7312802254,29110.004817413137
7304480103,30244.213400439832
7316818255,69006.18816717989
7303866239,76970.62062528823
7316106738,53752.05143600836
7304229913,26468.485765255944
7310533974,90784.04992539815
7315250716,30778.503774049273
7314491108,40137.27608663677
7304731596,31781.135944710975
7312318528,28557.971417804536
7316353626,26210.67562780432
7306640061,41061.51550890779
7310980366,37749.59229083908
7315734969,63929.677725996284
7304302047,23013.957566413923
7313317856,20032.910381882917
7304697694,22042.72485419741
7311522118,38300.1746777581
7316611275,-16023.250763670949
7306258225,26533.852828791827
7315938127,-8873.475014117597
7309414012,29996.91116821896
7306514499,36676.36767616662
7315259693,31185.35556086208
7304399160,23987.1267996471
7314712697,52461.01863936658
7307940842,79222.75644554765
7311773279,20245.20604733232
7306708288,26469.11111138994
7304661851,23017.345196562783
7308975802,56969.05078944322
7311495691,121237.44006821644
7315149602,32231.51390892122
7304711758,38476.20971092046
7316461512,54739.0112672508
7305435552,156693.89926654054
7311513414,27036.776263345757
7308214869,45427.305447513136
7314097560,41826.52681616682
7303606548,29779.070003188288
7316330961,32671.249492594827
7303218007,35559.150022716916
7307391017,27449.11846858239
7314952523,208808.74862599248
7313110791,36417.8073432955
7302275965,48285.451853942344
7307011443,29942.763550028292
7315410808,53337.242730299775
7302212130,32501.757302476726
7312290621,25224.171807890358
7310361828,25022.55285727686
7307301697,44462.247321488554
7314627775,31583.967987168857
7313800526,31102.35382908186
7316212101,22889.182620148466
7313618387,33679.247287723585
7314676996,31591.382079112715
7302125325,36023.28560187506
7306907661,33449.81882668064
7313093242,-344.9397560732468
7316760337,24512.12327166969
7315124709,53983.07814645032
7315388759,23991.88669454447
7313349165,28329.094732762172
7311509871,49319.132521906264
7308882054,39870.97059622144
7310936652,59466.21071499784
7308825481,26888.810329967695
7316253956,34806.43369425051
7305737841,30128.528136891666
7316094654,32486.379243591102
7311919006,42213.059301837515
7314521674,72360.01334746732
7316743218,20376.598534363784
7311679205,26988.330330494457
7310990876,-8928.652614176026
7309536141,32046.668948725484
7316925938,32434.3099816693
7311560214,22316.477323175328
7309820805,24856.633813901164
7312675175,87883.94824938852
7313994475,35815.32122725484
7314715746,46308.67564577977
7315277896,51569.25856075829
7315839325,28931.54406373612
7316413074,24086.538442419034
7303142318,106577.95423387727
7316582486,110170.73520748437
7302765100,18541.812683684897
7311658321,30217.18014765221
7316924539,19494.244455573833
7306646702,22192.366505555867
7315022998,43029.37701063793
7309729600,25147.748961571102
7309400269,38772.25393032199
7310864701,20864.08922686806
7309850338,19476.47726835502
7302734344,35340.68161054957
7315366922,22769.612760821852
7315383400,29907.817736657955
7314088513,38024.100851129755
7314456085,43174.06916952181
7307642640,21050.07452413167
7310952556,49659.76223960029
7314963363,30240.22599194328
7314444345,35015.795901405545
7313802836,35629.70000941728
7303668006,36090.78619927987
7312477213,22116.91833629735
7314856686,27039.866208949028
7316671432,24703.056160405205
7316013922,48988.06692155569
7312039941,39926.14819627987
7308207373,32698.998830152254
7316198581,40701.78162130387
7311950334,46876.06880818326
7314744234,39382.82521855586
7314437037,18171.34827944732
7315271063,42617.695035599325
7312929329,30686.541107285226
7314746589,45681.159192848616
7312493400,120152.2806004007
7315142226,40054.89592974953
7312564236,28429.938995690332
7315373612,26273.132899829452
7317026137,26161.659526419084
7303600543,17864.19496990069
7302666140,32276.75954096913
7302604900,33219.4523464367
7304389929,24623.872533080357
7304327368,21265.98070191929
7307254703,39193.812695771056
7314898738,35959.279585807286
7310888348,34824.46027793894
7307317256,18546.473440662554
7316335631,34921.31535857484
7316741461,38557.890951540285
7308274878,61686.96387808544
7304223980,33672.368480249635
7312741138,26553.955867746445
7316497529,26859.030821024207
7314006879,22768.454031220623
7304555452,28796.908722148262
7302599387,24812.767621854713
7307867815,-11794.965305413876
7315719067,26449.486278302487
7303299656,20683.820236236166
7312765449,31098.515461854804
7308958171,59610.7925186816
7306934034,31462.55887450696
7313990608,133804.37249894245
7302170588,26114.815741414768
7316707566,47804.70781716661
7312266647,28705.18525476042
7304183386,21156.788002644673
7313738375,26601.24307099652
7313268484,24690.017851703356
7304220068,35694.88691886065
7308672986,28289.935031808745
7315385497,48785.74905467479
7316156001,5838.28620201561
7307529862,59315.73382639215
7311648890,27345.01863080816
7314759097,30288.635139727874
7311383440,24640.174086317245
7315305962,31243.715069190548
7313459884,36179.98998604099
7313227219,29977.672578331923
7311038291,32035.433011849593
7311797184,5019.761389212854
7314347373,25690.867256753867
7310907062,29779.070003188288
7316680854,36602.96507300085
7315433963,51881.93162775605
7316261863,31918.84084192346
7313874300,19110.488018408476
7313452007,36172.964038300226
7302191302,25257.05578728685
7308393158,27563.190861439187
7315393712,-16481.406899251095
7315046451,-12758.349710903356
7307866274,44750.64414546328
7314322509,44248.636439129026
7311824455,20532.688789676133
7310403203,26149.33852651799
7313819163,40431.22745568404
7315258167,24441.37059987337
7311874886,28618.51386891568
7314635667,26529.510193475275
7302608351,51918.71669446167
7313609224,38712.809262525705
7316823645,32360.040931990654
7316242629,38288.14405994269
7304752228,39834.185529515824
7316888700,37853.710521146655
7311668910,30069.5262964625
7316983273,37911.66729474403
7313311479,44727.84822339279
7301766425,30165.313203597285
7305785087,29954.07495804027
7313702482,-10633.587179384078
7308707674,43580.343739754695
7310902603,48244.45489709893
7314892181,32049.427828728407
7313776077,25536.313392423563
7305686670,24174.71424475769
7310902224,45241.90871131682
7304862191,57884.28541285338
7316428096,20905.523833270934
7303647835,41934.79866474286
7316762597,35827.110841133996
7313554284,26304.93736123747
7303655241,16697.039687395434
7313478280,32599.43814611082
7316758659,27475.515061512993
7314934713,27396.775219662966
7303688316,24740.46997725676
7316758237,60277.63410892374
7316297585,25667.121089628745
7311003832,25661.19869388914
7313435428,29761.928162103468
7315023037,41725.657167988065
7309801102,113187.06429702236
7316514903,45661.25847176088
7315296517,60574.87584043849
7311566597,31289.891672393464
7312802553,29402.869125989924
7310818935,22799.097989231697
7310821054,35378.16749452527
7316411951,22347.634274674987
7314319555,22513.26280875805
7309337815,34430.10406931868
7316428100,33496.7585692423
7307664788,23024.404525358317
7301959610,22659.829726684227
7309781150,24954.53726893817
7304682886,45326.22713225208
7316585661,41035.93716725771
7313934186,40152.33957145272
7311603337,28343.475696398775
7306202291,28708.309987985103
7316715155,31388.30821736167
7308398413,45867.254845312345
7313132460,25199.89697143397
7314936867,47973.42252561193
7303503243,29958.32363324477
7312790395,28199.388590112867
7316951257,19107.545213072026
7307363431,25789.725716958572
7316545390,55524.92044617533
7314063776,29135.697285504335
7310648923,30588.3414707119
7316365614,22674.173905254123
7315491564,23058.96409552825
7306329850,24896.766321676994
7302612488,28250.170374699974
7302174819,-20266.704420464754
7311594124,23740.299002052398
7310639229,80157.0806483397
7303797459,32098.042698391822
7315537926,47343.38439460877
7316028281,61918.65462073078
7315736384,30939.933138284207
7316635660,24040.28122103672
7313658551,25602.029914093153
7316087149,26178.366842978066
7315356848,43378.02587287379
7302242972,27280.975335237654
7315972573,39956.677900642855
7307916311,26868.28416630334
7302273933,28433.3048292939
7306790466,33573.78450147858
7311498591,50687.207838757604
7314941705,31398.9758867063
7315514373,48006.01409471311
7313333270,33081.545131357336
7314675511,20391.93790718003
7315533911,29093.320888659466
7313248582,26528.518994119513
7315082848,25830.59392606851
7309258728,29246.477414890986
7314518559,26474.332593416846
7316554233,55775.2301048174
7316800093,47510.427283521654
7314951894,122286.68771567143
7304763951,22042.72485419741
7315451729,27602.514097747495
7316437378,42522.77307196815
7316383192,43488.062727679964
7310924507,22763.32591842713
7314263176,57391.93378652935
7309552870,37859.947490955936
7317005068,26826.349286701552
7310113636,33484.65428485086
7313000588,43691.10357560531
7311026123,30267.06069810503
7314530350,62029.009820847634
7315911465,39991.33133448222
7304651041,26707.218850730118
7309190268,22855.634639312942
7314552130,30414.681168239968
7315816317,22784.33019151604
7314403795,148042.87163736916
7315546298,25068.331872792005
7316905505,57370.410751265554
7313140806,-9708.164962734794
7313628694,31035.28003118517
7311116616,31831.325396989785
7302070069,-331.51697796670487
7304584658,40508.5312733659
7314358777,35665.2363813002
7316716411,24775.982555149098
7314332686,29204.579223913286
7316658132,128096.66709815714
7316706718,49127.28500177506
7314670989,35358.56295497385
7313716870,22985.6698501173
7304621808,28384.711756175777
7314191752,25143.70070323081
7308026162,34352.89221430358
7315646521,53185.044516805276
7316182419,165471.8238795876
7307447129,23905.022530760158
7306119364,33948.25648054178
7313084924,61184.13040875298
7315696182,-19390.859524685977
7304211991,32663.685166114858
7316469304,22743.938781706624
7316284135,27568.561481178207
7309542787,31965.999297440063
7315218348,28853.206365738537
7308288397,28665.751663252
7316070329,40270.636574736985
7305693900,-3435.203735420255
7309477493,2111.568899530659
7303569687,37013.8909567267
7313963942,-5568.737604346148
7306494524,42734.287205525456
7312874896,24730.405857500835
7311429297,42492.44378446937
7306626593,74059.4834292669
7315460751,47436.857150110416
7306397867,37169.41821875806
7310329199,24223.011039896883
7303256136,24204.82422842289
7315025797,47375.442580242714
7316701166,33735.45486964977
7311443181,37607.988176555795
7316170760,66866.56446871154
7315604128,88393.02058953293
7316802540,25244.110720611447
7305674112,32314.832085009446
7307622835,33341.59716043271
7302411956,41418.55513759353
7309160604,27078.28821112305
7304700897,29834.247603246717
7314885464,32518.178159962394
7313960822,30606.292583264243
7306560206,26638.96615690313
7313691598,52819.95082874934
7307698992,30128.528136891666
7310013634,29538.642807200362
7314952680,31122.22494035584
7316261184,51109.445226938056
7316382452,52464.23733270333
7314993163,18866.624822695514
7313064249,33677.3712493216
7315765983,26520.812522644686
7305391212,93757.72173481903
7316854910,32045.861578260636
7303838085,15116.21593980685
7313492711,36161.63423775489
7309721053,53873.789713267935
7301733638,48883.57893957838
7311188892,38963.72210352741
7313743589,25708.76319170615
7305637172,27799.862209382132
7315448797,71967.53317724905
7309756307,53936.65539226783
7306868280,53124.60665220795
7316978486,36824.63178852629
7311960835,28424.79108379684
7316654671,53506.711532612564
7316998511,3313.7416645369885
7316137667,25305.818164446155
7312202587,41845.20863478133
7314448070,67156.7599589495
7309325001,38197.43398644931
7311494304,32407.147613919136
7307565744,21063.887316679633
7316905591,28775.745812533816
7312969071,37479.13008788601
7311044394,-3833.602499372784
7305874274,72818.06099808568
7311747066,52464.25572523668
7316145064,-822.7796735819138
7316044159,62306.389517344025
7306115370,26685.158660758083
7311490534,41759.48293782656
7311461872,39021.7690352315
7309882912,29443.461447099573
7304417523,43335.0038363589
7316585206,31048.28355226561
7306206687,31114.275961935487
7306857812,42885.155484374875
7315871386,44818.8804442022
7304456730,45757.74570172971
7313755234,28207.38934212134
7313217564,30129.631688892834
7315747197,43091.286374346106
7304165604,47542.24259498101
7305919184,33230.35911871492
7309533713,26936.627049001378
7315183536,28112.79654308784
7311281249,36977.10589002108
7303203800,-15214.71122624044
7312407170,36107.89125529798
7315302544,-12411.797597469718
7311348415,20518.80619823577
7315812527,25515.993047080643
7304816045,28881.55125708051
7307850453,65984.78773370848
7305437448,61735.44849700612
7313668423,42679.10960546703
7315073343,26269.78923000025
7315454054,36701.21788972894
7307523061,26931.51579496763
7302615872,30206.919111486633
7312748815,34858.67048641778
7311865787,30752.809501398016
7313048640,33678.82425945647
7312434427,51536.17039325659
7304042393,54929.173570588166
7305675211,25062.613695921955
7310281829,67339.80058063832
7304641626,32650.5675185933
7314087395,37869.80398783037
7316264489,41729.68513279233
7311614622,22603.71210997951
7306730896,33281.19417989941
7315920131,33837.90128042492
7316215617,173282.3794083943
7303266864,39196.20372510692
7316360745,55777.06935815268
7303096278,32298.2270314038
7303276252,61193.988806630085
7305845535,21617.758195827802
7312611943,47308.10941664076
7310742359,31216.978094381862
7315052995,33895.083666618804
7316907343,26768.52316184032
7301694639,30422.074966647797
7305646261,60643.33284957765
7313029781,52259.75104788946
7303776427,29815.68953709373
7316315012,39779.007929457395
7312842680,42041.289531852955
7310480019,37289.77895701884
7311722561,33378.08794660468
7304604666,29940.850726559598
7307285738,24536.348235540634
7315001649,29817.225066410676
7315507325,36828.16315493003
7316704580,22654.604249766733
7313267056,18746.889430568724
7313659219,25602.029914093153
7315787664,48669.15688474865
7303094451,34737.886623447266
7314378987,19704.42301300672
7313916131,28588.631770903667
7304121407,30095.75264245696
7313396061,27453.626540256504
7316946916,22634.153750123704
7308206634,41605.002149193635
7311509253,37107.63769922597
7314775782,34553.70379445223
7313678314,35544.60352628013
7306187059,38185.18955450829
7310200493,42860.40480672567
7316411064,25233.82234286386
7309550495,28373.31528177167
7305138726,51585.34825620099
7306644984,50520.88415964815
7309334660,60404.22991599113
7302746826,18103.093588175045
7315078312,46333.11932260565
7316419218,21072.66055508892
7303715870,33596.51767270265
7315488682,20919.947350660543
7316511719,39227.23192887311
7313042912,37279.534315941324
7316200768,40344.46797485617
7314542552,30064.047318968656
7314480425,51268.74105730407
7316218229,173282.3794083943
7315403756,44656.638006494395
7316362410,16786.31704428997
7316107135,48601.82372114669
7313933734,24696.80269906525
7313898607,35754.16605385675
7309828013,23118.132875324234
7315543203,45992.691922778504
7313339019,-13631.222558760986
7316856994,52959.018674432606
7311473705,38018.65666125732
7306663889,26441.85478352772
7310535013,33402.88108156427
7313357932,38931.498385093284
7307643817,43837.83920669403
7314917988,25482.829312000238
7309989941,31753.308041748176
7313363764,44639.367417676105
7314737376,18763.258785252725
7315010203,35307.20910085013
7310396547,22683.686249009465
7315132232,20060.381253465654
7311960855,34651.84644886544
7315150576,-24604.060786015936
7308802352,28772.189253764707
7302615902,36010.539576261566
7314488692,22701.39485461628
7309053439,46848.29608282052
7315161948,32506.39362744828
7312383563,41105.828793998386
7311619164,30509.838367121105
7314081663,29962.995336716383
7313649768,37694.41469078065
7306272243,23095.45301146189
7308307078,45326.367224472924
7307413539,48025.41821740032
7313771189,26438.671468691038
7311306573,28727.842858405787
7311795997,30253.15784389298
7312466095,26373.747232522266
7316287943,69136.58742664597
7313319640,18763.258785252725
7314903725,28331.522547164746
7312000942,-116868.90673958723
7316838955,30176.79014440944
7314862007,34483.64663491138
7306907141,29937.245790022447
7315601067,33269.90306542346
7316010746,12971.891143510838
7313694992,58227.160920619135
7315467242,35052.785283423334
7315527430,25936.277422713756
7315593725,68558.67753717
7314392583,34112.79608391601
7311930617,27448.969458077234
7309733736,25213.52253107908
7311837585,28379.21438614858
7312818981,19712.379901138156
7316130139,25169.729939930385
7314537878,28328.67170449506
7316796827,90527.97068352699
7315360559,26873.873595439924
7303303684,37861.82352935792
7316691939,27053.770964163752
7303773460,19110.616766141946
7308237992,22890.951707362277
7301745728,36660.33138452826
7315738294,24890.994470216152
7303792222,22767.736722419864
7308587285,24770.63032794343
7316229861,31409.44123818405
7310033886,46803.78425110404
7312607200,63396.294258764814
7314005525,35743.13053384507
7315722603,26935.39661950507
7313398443,2089.1116163068764
7312981578,27636.062078583018
7316755949,-18537.179038163988
7305771182,48305.703934166464
7317000340,41867.827679564274
7316802793,46864.38954950422
7310797527,38079.55433918848
7308624584,23449.83844310115
7312437293,51725.503131590405
7303402217,48311.0726529028
7312421473,47597.42019503944
7306580858,30581.64858601677
7310229553,34191.73883451156
7313364310,53149.331212306075
7316849172,28764.29876051373
7309906370,46631.57695876698
7315142262,37502.89324097784
7313810362,35536.251318692666
7307938059,3475.737426064854
7302855795,26902.602732537012
7303018695,17864.19496990069
7305588529,-18392.61372601091
7315330317,32571.465003883874
7311421979,34483.64663491138
7312712117,39956.070947042215
7316982229,32614.393273171947
7309902801,23958.25052228319
7304196648,44371.2226739255
7315489593,47639.17501699133
7316870031,29871.032669952336
7315205536,35135.441231868244
7312143025,22966.59679303044
7311933772,26028.442407344686
7315438473,43374.29218860317
7310855623,48854.721054747824
7306752385,24466.3626486879
7311756261,41587.713167842
7301778265,21818.365557106896
7316568835,126314.09764966686
7306405682,24582.347370577365
7307846299,43383.727558213155
7311571027,26665.59654775271
7304651744,33765.69419192708
7311186277,14874.26216355064
7316357953,34077.004214011446
7316908626,28748.552850961052
7303338522,29539.967069601764
7303985096,35670.09378390106
7304773542,51440.51082728863
7316143531,43024.41243319932
7313944389,85797.66979391796
7303057128,32157.943775509983
7312119187,32405.32334910527
7310892120,26271.61208824747
7302099994,-6646.6523150235735
7312894621,26219.76153928061
7314526527,33509.05173312535
7315723699,37988.6952244256
7316160095,30627.501171665324
7303628941,26703.70587685973
7307469101,98907.9494496807
7305406867,39956.69629317621
7315302305,30845.78375749647
7305808921,29894.814215577517
7315254766,-1950.1867905090694
7311022849,26688.25614884337
7305181150,24484.868941252767
7314605419,33967.45828536211
7310173477,51035.87509352682
7310209919,25235.795888969333
7306695294,25021.28717648745
7310538007,45230.78122863837
7311312086,36693.509517251434
7312919116,24762.282115246544
7302030236,62709.53355490159
7310316469,35929.630822042556
7315052088,45600.04812076272
7316862831,30878.301660021618
7311319563,24643.7402403424
7315911281,19832.324689942157
7310140525,39881.41755516583
7302681306,24528.98545351321
7316125890,30829.026162166767
7312342778,29083.593235961125
7313767270,44254.15619658016
7315162557,29687.453119759553
7307955754,44660.42876936775
7304522897,34240.642583251385
7316275739,33267.732746487825
7303655375,37471.11094334419
7302282833,30637.61506756408
7314351412,1917.3418463223134
7313350525,33410.550767972396
7309197727,-3295.6576838698165
7304493944,25099.580786958424
7306157701,29281.662331194908
7315308804,31826.878175159414
7304356243,24730.90445334665
7316783225,26961.955437666526
7316964919,34095.396747364255
7316182026,34702.35034800696
7302820691,28161.44479380602
7307743379,45536.18924496177
7313597909,37510.02954391873
7313818946,24510.559906334704
7308218039,26517.076840928774
7314124570,33306.57777692896
7313386531,40533.10179692258
7311269315,39021.7690352315
7315495814,28343.935509732597
7307049118,105896.71129001988
7308590261,42686.466618808154
7303763657,31206.71683456671
7308720214,37872.103054499465
7302572313,42168.586156190424
7313921615,32828.33512468921
7312994904,26849.90953104786
7316055923,47069.00648305423
7309999406,38546.70819481916
7303048699,26722.88928914671
7316436300,57184.81736944604
7311854007,25147.12548567544
7305883777,41918.77876819257
7312334295,36475.521211953936
7315821119,18216.11770307335
7316844063,22975.425209039786
7314338031,61890.88189536803
7314569252,58170.601979556566
7315642955,26336.002350070365
7311770016,27784.013614318315
